Time,RPM,MPH,Throttle,Load,Fuel Status
16:29:48.966978,768,0.0,1.96078431373,0200
16:29:49.752202,765,0.0,1.56862745098,0200
16:29:50.536766,745,0.0,1.56862745098,0200
16:29:51.323188,768,0.0,1.56862745098,0200
16:29:52.204266,759,0.0,1.56862745098,0200
16:29:52.891766,764,0.0,1.56862745098,0200
16:29:53.774477,752,0.0,1.56862745098,0200
16:29:54.578012,764,NODATA,1.56862745098,0200
16:29:55.837408,761,0.0,1.56862745098,0200
16:29:56.767546,750,0.0,1.56862745098,0200
16:29:57.679713,758,0.0,1.56862745098,0200
16:29:58.618515,763,0.0,1.56862745098,0200
16:29:59.504692,780,0.0,1.56862745098,0200
16:30:0.402178,765,0.0,1.17647058824,0200
16:30:1.184746,750,0.0,1.17647058824,0200
16:30:2.32232,752,0.0,1.17647058824,0200
16:30:2.875928,760,0.0,1.17647058824,0200
16:30:3.619673,752,0.0,1.17647058824,0200
16:30:4.504814,749,0.0,1.17647058824,0200
16:30:5.374682,757,0.0,1.17647058824,0200
16:30:6.155738,764,0.0,1.17647058824,0200
16:30:7.10589,752,0.0,1.17647058824,0200
16:30:7.895513,749,0.0,1.17647058824,0200
16:30:8.580510,765,0.0,1.17647058824,0200
16:30:9.474308,749,0.0,1.17647058824,0200
16:30:10.302969,761,0.0,1.17647058824,0200
16:30:11.94233,761,0.0,1.17647058824,0200
16:30:11.941823,748,0.0,1.17647058824,0200
16:30:12.838250,751,0.0,1.17647058824,0200
16:30:13.627020,752,0.0,1.17647058824,0200
16:30:14.359310,768,0.0,1.17647058824,0200
16:30:15.237113,764,0.0,1.17647058824,0200
16:30:15.922961,754,0.0,1.17647058824,0200
16:30:16.786202,752,0.0,1.17647058824,0200
16:30:17.790907,761,0.0,1.17647058824,0200
16:30:19.20755,757,0.0,1.17647058824,0200
16:30:19.879543,749,0.0,1.17647058824,NORESPONSE
16:30:20.823177,766,0.0,1.17647058824,0200
16:30:21.819582,774,0.0,1.17647058824,0200
16:30:22.668227,763,0.0,1.17647058824,0200
16:30:23.546989,738,0.0,1.56862745098,0200
16:30:24.353286,748,0.0,1.56862745098,0200
16:30:25.184367,762,0.0,1.17647058824,0200
16:30:25.969187,763,0.0,1.17647058824,0200
16:30:27.214262,757,0.0,1.17647058824,0200
16:30:28.50422,756,0.0,1.17647058824,0200
16:30:28.939298,762,0.0,1.17647058824,0200
16:30:29.762001,761,0.0,1.17647058824,0200
16:30:30.998245,747,0.0,1.17647058824,0200
16:30:31.835818,755,0.0,1.17647058824,0200
16:30:32.578583,758,0.0,1.17647058824,0200
16:30:33.509676,755,0.0,1.17647058824,0200
16:30:34.348315,743,0.0,1.17647058824,0200
16:30:35.92286,751,0.0,1.17647058824,0200
16:30:35.980899,762,0.0,1.17647058824,0200
16:30:36.954681,760,0.0,1.17647058824,0200
16:30:37.915131,757,0.0,1.17647058824,0200
16:30:38.693069,756,0.0,1.17647058824,0200
16:30:39.539137,767,0.0,1.17647058824,0200
16:30:40.429430,771,0.0,1.17647058824,0200
16:30:41.217899,761,0.0,1.17647058824,0200
16:30:42.105361,762,0.0,1.17647058824,0200
16:30:42.900729,760,0.0,1.17647058824,0200
16:30:43.727860,750,0.0,1.17647058824,0200
16:30:44.552850,749,0.0,1.17647058824,0200
